date_time,temp,rain_1h,snow_1h,clouds_all,traffic_volume,weather_description,holiday,Clear,Clouds,Drizzle,Fog,Haze,Mist,Rain,Smoke,Snow,Squall,Thunderstorm
2013-04-10 00:00:00,277.4,0.0,0.0,90.0,501.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-10 01:00:00,277.16,0.0,0.0,90.0,320.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-10 02:00:00,276.84,0.0,0.0,90.0,227.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-10 03:00:00,276.62,0.0,0.0,90.0,297.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-10 04:00:00,276.31,0.0,0.0,90.0,752.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-10 05:00:00,276.19,0.0,0.0,90.0,2568.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-10 06:00:00,275.96,0.0,0.0,90.0,5543.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-10 07:00:00,275.68,0.0,0.0,90.0,6812.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-10 08:00:00,275.35,0.0,0.0,90.0,6125.0,light rain,0,0,0,0,0,0,0,1,0,0,0,0
2013-04-10 09:00:00,275.03,0.0,0.0,90.0,5171.0,light rain,0,0,0,0,0,0,0,1,0,0,0,0
2013-04-10 10:00:00,274.62,0.0,0.0,90.0,4366.0,"light rain,mist",0,0,0,0,0,0,1,1,0,0,0,0
2013-04-10 11:00:00,274.49,0.0,0.0,90.0,4418.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-10 12:00:00,274.58,0.0,0.0,90.0,4793.0,"haze,heavy snow,light rain,mist",0,0,0,0,0,1,1,1,0,1,0,0
2013-04-10 13:00:00,275.38,0.0,0.0,90.0,4958.0,"heavy snow,light rain",0,0,0,0,0,0,0,1,0,1,0,0
2013-04-10 14:00:00,276.36,0.0,0.0,90.0,5207.0,light rain,0,0,0,0,0,0,0,1,0,0,0,0
2013-04-10 15:00:00,277.55,0.0,0.0,75.0,5821.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-10 16:00:00,279.1,0.0,0.0,90.0,6383.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-10 17:00:00,278.69,0.0,0.0,90.0,6106.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-10 18:00:00,278.59,0.0,0.0,90.0,4435.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-10 19:00:00,278.33,0.0,0.0,90.0,3172.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-10 20:00:00,277.77,0.0,0.0,90.0,2763.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-10 21:00:00,277.05,0.0,0.0,90.0,2330.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-10 22:00:00,276.16,0.0,0.0,90.0,1550.0,light rain,0,0,0,0,0,0,0,1,0,0,0,0
2013-04-10 23:00:00,275.18,0.0,0.0,90.0,1019.0,"heavy snow,light rain,mist",0,0,0,0,0,0,1,1,0,1,0,0
2013-04-11 00:00:00,274.06,0.0,0.0,90.0,582.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-11 01:00:00,272.8,0.0,0.0,90.0,330.0,"fog,heavy snow,mist,proximity thunderstorm,snow",0,0,0,0,1,0,1,0,0,1,0,1
2013-04-11 02:00:00,272.52,0.0,0.0,90.0,238.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-11 03:00:00,272.29,0.0,0.0,90.0,331.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-11 04:00:00,272.68,0.0,0.0,90.0,773.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-11 05:00:00,272.3,0.0,0.0,90.0,2628.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-11 06:00:00,272.37,0.0,0.0,90.0,3973.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-11 07:00:00,272.61,0.0,0.0,90.0,3078.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-11 08:00:00,273.08,0.0,0.0,90.0,3069.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-11 09:00:00,273.64,0.0,0.0,90.0,4018.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-11 10:00:00,274.2,0.0,0.0,90.0,3191.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-11 11:00:00,274.53,0.0,0.0,90.0,3246.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-11 12:00:00,275.27,0.0,0.0,90.0,3714.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-11 13:00:00,275.66,0.0,0.0,100.0,3827.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-11 14:00:00,275.89,0.0,0.0,90.0,4562.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-11 15:00:00,276.25,0.0,0.0,90.0,4797.0,haze,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-11 16:00:00,276.18,0.0,0.0,90.0,5668.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-11 17:00:00,276.29,0.0,0.0,90.0,5029.0,haze,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-11 18:00:00,276.2,0.0,0.0,90.0,3803.0,"heavy snow,light rain",0,0,0,0,0,0,0,1,0,1,0,0
2013-04-11 19:00:00,275.87,0.0,0.0,90.0,2777.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-11 20:00:00,275.62,0.0,0.0,90.0,2452.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-11 21:00:00,275.65,0.0,0.0,90.0,4070.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-11 22:00:00,275.85,0.0,0.0,90.0,2697.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-11 23:00:00,275.31,0.0,0.0,90.0,1306.0,"heavy snow,light rain",0,0,0,0,0,0,0,1,0,1,0,0
2013-04-12 00:00:00,275.12,0.0,0.0,90.0,661.0,"heavy snow,light rain",0,0,0,0,0,0,0,1,0,1,0,0
2013-04-12 01:00:00,274.93,0.0,0.0,90.0,380.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-12 02:00:00,275.0,0.0,0.0,90.0,309.0,light intensity drizzle,0,0,0,1,0,0,0,0,0,0,0,0
2013-04-12 03:00:00,274.93,0.0,0.0,90.0,344.0,light rain,0,0,0,0,0,0,0,1,0,0,0,0
2013-04-12 04:00:00,274.5,0.0,0.0,90.0,713.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-12 05:00:00,273.65,0.0,0.0,90.0,2407.0,"heavy snow,snow",0,0,0,0,0,0,0,0,0,1,0,0
2013-04-12 06:00:00,273.09,0.0,0.0,90.0,5001.0,"heavy snow,mist,snow",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-12 07:00:00,272.6,0.0,0.0,90.0,5652.0,"fog,heavy snow,mist,snow",0,0,0,0,1,0,1,0,0,1,0,0
2013-04-12 08:00:00,272.15,0.0,0.0,90.0,6036.0,"fog,snow",0,0,0,0,1,0,0,0,0,1,0,0
2013-04-12 09:00:00,272.08,0.0,0.0,90.0,5197.0,"fog,heavy snow,mist,snow",0,0,0,0,1,0,1,0,0,1,0,0
2013-04-12 10:00:00,272.75,0.0,0.0,90.0,4513.0,"heavy snow,mist,snow",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-12 11:00:00,273.39,0.0,0.0,90.0,5071.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-12 12:00:00,273.9,0.0,0.0,90.0,5393.0,"haze,heavy snow,mist",0,0,0,0,0,1,1,0,0,1,0,0
2013-04-12 13:00:00,274.21,0.0,0.0,90.0,5446.0,"haze,heavy snow,mist",0,0,0,0,0,1,1,0,0,1,0,0
2013-04-12 14:00:00,274.43,0.0,0.0,90.0,5649.0,haze,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-12 15:00:00,274.64,0.0,0.0,90.0,6255.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-12 16:00:00,274.65,0.0,0.0,90.0,6595.0,"haze,light intensity drizzle,light rain,mist",0,0,0,1,0,1,1,1,0,0,0,0
2013-04-12 17:00:00,274.26,0.0,0.0,90.0,5988.0,"light rain,mist",0,0,0,0,0,0,1,1,0,0,0,0
2013-04-12 18:00:00,274.07,0.0,0.0,90.0,4956.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-12 19:00:00,273.79,0.0,0.0,90.0,3716.0,"light rain,mist",0,0,0,0,0,0,1,1,0,0,0,0
2013-04-12 20:00:00,273.58,0.0,0.0,90.0,3085.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-12 21:00:00,273.24,0.0,0.0,90.0,2866.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-12 22:00:00,272.9,0.0,0.0,90.0,2774.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-12 23:00:00,272.62,0.0,0.0,90.0,1695.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-13 00:00:00,272.26,0.0,0.0,90.0,1128.0,"heavy snow,mist,snow",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-13 01:00:00,271.88,0.0,0.0,90.0,707.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-13 02:00:00,271.57,0.0,0.0,90.0,551.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-13 03:00:00,271.45,0.0,0.0,90.0,351.0,"heavy snow,mist,snow",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-13 04:00:00,271.13,0.0,0.0,90.0,366.0,"heavy snow,mist,snow",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-13 05:00:00,270.85,0.0,0.0,90.0,701.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-13 06:00:00,270.79,0.0,0.0,90.0,1402.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-13 07:00:00,270.77,0.0,0.0,90.0,2163.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-13 08:00:00,271.24,0.0,0.0,90.0,2943.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-13 09:00:00,271.76,0.0,0.0,90.0,3766.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-13 10:00:00,272.47,0.0,0.0,90.0,4049.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-13 11:00:00,272.88,0.0,0.0,90.0,4668.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-13 12:00:00,273.42,0.0,0.0,90.0,5311.0,haze,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-13 13:00:00,273.8,0.0,0.0,90.0,5226.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-13 14:00:00,274.63,0.0,0.0,90.0,5173.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-13 15:00:00,274.82,0.0,0.0,90.0,4823.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-13 16:00:00,274.86,0.0,0.0,90.0,4759.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-13 17:00:00,274.84,0.0,0.0,90.0,4718.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-13 18:00:00,274.51,0.0,0.0,90.0,4385.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-13 19:00:00,273.98,0.0,0.0,90.0,3319.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-13 20:00:00,273.33,0.0,0.0,90.0,2881.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-13 21:00:00,272.86,0.0,0.0,90.0,2999.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-13 22:00:00,272.53,0.0,0.0,90.0,4816.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-13 23:00:00,272.28,0.0,0.0,90.0,2254.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-14 00:00:00,271.91,0.0,0.0,90.0,1329.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-14 01:00:00,271.75,0.0,0.0,90.0,860.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-14 02:00:00,271.63,0.0,0.0,90.0,690.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-14 03:00:00,271.32,0.0,0.0,90.0,350.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-14 04:00:00,271.21,0.0,0.0,90.0,253.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-14 05:00:00,271.15,0.0,0.0,90.0,459.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-14 06:00:00,271.26,0.0,0.0,90.0,730.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-14 07:00:00,271.22,0.0,0.0,90.0,982.0,"heavy snow,mist",0,0,0,0,0,0,1,0,0,1,0,0
2013-04-14 08:00:00,271.56,0.0,0.0,90.0,1569.0,mist,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-14 09:00:00,271.94,0.0,0.0,90.0,2347.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-14 10:00:00,272.63,0.0,0.0,90.0,2984.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-14 11:00:00,273.35,0.0,0.0,90.0,3303.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-14 12:00:00,274.03,0.0,0.0,90.0,3655.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-14 13:00:00,274.52,0.0,0.0,90.0,3681.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-14 14:00:00,274.62,0.0,0.0,90.0,3697.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-14 15:00:00,274.83,0.0,0.0,90.0,3861.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-14 16:00:00,275.1,0.0,0.0,90.0,3946.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-14 17:00:00,275.06,0.0,0.0,90.0,3726.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-14 18:00:00,275.05,0.0,0.0,90.0,3205.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-14 19:00:00,274.79,0.0,0.0,90.0,2551.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-14 20:00:00,274.37,0.0,0.0,90.0,2179.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-14 21:00:00,273.69,0.0,0.0,90.0,1950.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-14 22:00:00,272.95,0.0,0.0,1.0,1418.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2013-04-14 23:00:00,272.09,0.0,0.0,1.0,907.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2013-04-15 00:00:00,271.71,0.0,0.0,1.0,514.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2013-04-15 01:00:00,271.7,0.0,0.0,1.0,267.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2013-04-15 02:00:00,272.29,0.0,0.0,90.0,233.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-15 03:00:00,272.52,0.0,0.0,75.0,288.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-15 04:00:00,272.58,0.0,0.0,90.0,735.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-15 05:00:00,272.61,0.0,0.0,90.0,2541.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-15 06:00:00,272.19,0.0,0.0,90.0,5806.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-15 07:00:00,271.81,0.0,0.0,90.0,7082.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-15 08:00:00,271.91,0.0,0.0,90.0,6126.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-15 09:00:00,272.38,0.0,0.0,90.0,4916.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-15 10:00:00,272.66,0.0,0.0,90.0,4386.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-15 11:00:00,272.93,0.0,0.0,90.0,4552.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-15 12:00:00,273.21,0.0,0.0,90.0,4755.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-15 13:00:00,273.25,0.0,0.0,90.0,4880.0,"heavy snow,light rain,mist",0,0,0,0,0,0,1,1,0,1,0,0
2013-04-15 14:00:00,273.36,0.0,0.0,90.0,5222.0,"heavy snow,light rain,mist",0,0,0,0,0,0,1,1,0,1,0,0
2013-04-15 15:00:00,273.36,0.0,0.0,90.0,5809.0,"heavy snow,light rain,mist",0,0,0,0,0,0,1,1,0,1,0,0
2013-04-15 16:00:00,273.37,0.0,0.0,90.0,6683.0,"heavy snow,light rain,mist",0,0,0,0,0,0,1,1,0,1,0,0
2013-04-15 17:00:00,273.53,0.0,0.0,90.0,6400.0,"light rain,mist",0,0,0,0,0,0,1,1,0,0,0,0
2013-04-15 18:00:00,273.62,0.0,0.0,90.0,4630.0,"light rain,mist",0,0,0,0,0,0,1,1,0,0,0,0
2013-04-15 19:00:00,273.73,0.0,0.0,90.0,3096.0,"heavy snow,light rain,mist",0,0,0,0,0,0,1,1,0,1,0,0
2013-04-15 20:00:00,273.81,0.0,0.0,90.0,2727.0,heavy snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-15 21:00:00,274.07,0.0,0.0,90.0,2498.0,snow,0,0,0,0,0,0,0,0,0,1,0,0
2013-04-15 22:00:00,274.4,0.0,0.0,90.0,1530.0,drizzle,0,0,0,1,0,0,0,0,0,0,0,0
2013-04-15 23:00:00,274.69,0.0,0.0,90.0,1007.0,"light rain,mist",0,0,0,0,0,0,1,1,0,0,0,0
2013-04-16 00:00:00,275.2,0.0,0.0,40.0,535.0,mist,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-16 01:00:00,275.12,0.0,0.0,75.0,319.0,mist,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-16 02:00:00,274.92,0.0,0.0,1.0,234.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2013-04-16 03:00:00,274.66,0.0,0.0,1.0,303.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2013-04-16 04:00:00,274.44,0.0,0.0,75.0,748.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-16 05:00:00,274.02,0.0,0.0,40.0,2705.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-16 06:00:00,273.53,0.0,0.0,75.0,5994.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-16 07:00:00,273.34,0.0,0.0,90.0,7016.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-16 08:00:00,273.43,0.0,0.0,90.0,6373.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-16 09:00:00,273.76,0.0,0.0,90.0,5046.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-16 10:00:00,274.4,0.0,0.0,90.0,4558.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-16 11:00:00,274.97,0.0,0.0,90.0,4764.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-16 12:00:00,275.46,0.0,0.0,90.0,4876.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-16 13:00:00,275.85,0.0,0.0,90.0,5004.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-16 14:00:00,276.4,0.0,0.0,90.0,5248.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-16 15:00:00,276.61,0.0,0.0,90.0,5958.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-16 16:00:00,276.72,0.0,0.0,90.0,6713.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-16 17:00:00,276.78,0.0,0.0,90.0,6407.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-16 18:00:00,276.49,0.0,0.0,90.0,4860.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-16 19:00:00,276.34,0.0,0.0,90.0,3149.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-16 20:00:00,275.92,0.0,0.0,90.0,2964.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-16 21:00:00,275.34,0.0,0.0,75.0,2473.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-16 22:00:00,275.15,0.0,0.0,1.0,2142.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2013-04-16 23:00:00,274.92,0.0,0.0,40.0,1108.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 00:00:00,274.59,0.0,0.0,75.0,549.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 01:00:00,274.65,0.0,0.0,75.0,343.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 02:00:00,274.51,0.0,0.0,90.0,239.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 03:00:00,274.37,0.0,0.0,90.0,356.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 04:00:00,274.19,0.0,0.0,90.0,764.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 05:00:00,273.76,0.0,0.0,90.0,2610.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 06:00:00,273.76,0.0,0.0,90.0,5883.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 07:00:00,273.76,0.0,0.0,90.0,7039.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 08:00:00,273.86,0.0,0.0,90.0,6303.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 10:00:00,274.34,0.0,0.0,90.0,4595.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 11:00:00,275.04,0.0,0.0,90.0,4880.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 12:00:00,275.89,0.0,0.0,75.0,5047.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 13:00:00,277.16,0.0,0.0,40.0,4866.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 14:00:00,277.82,0.0,0.0,40.0,5425.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 15:00:00,278.84,0.0,0.0,20.0,5982.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 16:00:00,279.33,0.0,0.0,20.0,6736.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 17:00:00,279.62,0.0,0.0,40.0,6525.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 18:00:00,279.56,0.0,0.0,40.0,4542.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 19:00:00,278.92,0.0,0.0,75.0,3209.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 20:00:00,278.39,0.0,0.0,1.0,2813.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2013-04-17 21:00:00,276.63,0.0,0.0,75.0,2511.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 22:00:00,276.43,0.0,0.0,75.0,2003.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-17 23:00:00,275.46,0.0,0.0,75.0,1022.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-18 00:00:00,275.11,0.0,0.0,75.0,590.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-18 01:00:00,274.98,0.0,0.0,1.0,321.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2013-04-18 02:00:00,274.43,0.0,0.0,75.0,264.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-18 03:00:00,274.51,0.0,0.0,75.0,303.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-18 04:00:00,274.79,0.0,0.0,75.0,764.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-18 05:00:00,275.16,0.0,0.0,90.0,2683.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-18 06:00:00,275.15,0.0,0.0,40.0,5729.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-18 07:00:00,275.07,0.0,0.0,90.0,7150.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-18 08:00:00,275.54,0.0,0.0,90.0,5994.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-18 09:00:00,275.78,0.0,0.0,90.0,5210.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-18 10:00:00,275.83,0.0,0.0,90.0,4497.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-18 11:00:00,276.15,0.0,0.0,90.0,4620.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-18 12:00:00,276.3,0.0,0.0,90.0,4415.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-18 13:00:00,276.43,0.0,0.0,90.0,4472.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-18 14:00:00,277.1,0.0,0.0,90.0,4501.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-18 15:00:00,277.45,0.0,0.0,90.0,4192.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-18 16:00:00,277.56,0.0,0.0,90.0,3796.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-18 17:00:00,277.26,0.0,0.0,90.0,3618.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-18 18:00:00,276.64,0.0,0.0,90.0,2812.0,"light intensity drizzle,light rain,mist",0,0,0,1,0,0,1,1,0,0,0,0
2013-04-18 19:00:00,276.24,0.0,0.0,90.0,2190.0,"drizzle,light rain,mist",0,0,0,1,0,0,1,1,0,0,0,0
2013-04-18 20:00:00,275.69,0.0,0.0,90.0,1809.0,"light intensity drizzle,light rain,mist",0,0,0,1,0,0,1,1,0,0,0,0
